TypeId,TypeDesc,TransDesc1,MCC,MCC_Description,Extra_Retailer_Field,Extra_Retailer_Field_2,logo,retailer_id,
0,Purchase,1000 DEGREES GA,5541,Fuel,1000 Degrees Pizza,,NULL,1,
0,Purchase,1000DEGREESPIZZ,5541,Fuel,1000 Degrees Pizza,,NULL,2,
0,Purchase,10TH INNING,9399,Legal and Government,10th Inning,,NULL,5,
0,Purchase,123LOADBOARD.CO,5818,Subscriptions,123LoadBoard.com,,123loadboard.com ,6,
0,Purchase,12TH AVEN 2701,5499,Grocery and Food Stores,12th Avenue,,NULL,9,
0,Purchase,1-800 CONTACTS*,6540,Other,1800 Contacts,,1800-contacts ,10,
0,Purchase,1-800 CONTACTS*,8043,Healthcare,1800 Contacts,,1800-contacts ,11,
0,Purchase,1-800-FLOWERS.C,6540,Other,1800 Flowers,,1800-flowers ,12,
0,Purchase,1-800-FLOWERS.C,5968,Subscriptions,1800 Flowers,,1800-flowers ,13,
0,Purchase,1-800-FLOWERS.C,5992,Other,1800 Flowers,,1800-flowers ,14,
0,Purchase,1-800-FLOWERS.C,8099,Healthcare,1800 Flowers,,1800-flowers ,15,
0,Purchase,1 800 PETMEDS,5541,Fuel,1800 Pet Meds,,NULL,16,
9,Purchase,ALON 7-EL 4809,5541,Fuel,19 Eleven,,NULL,17,
0,Purchase,TVM DUNLAP /19T,4111,Transportation,19th Avenue Dunlap station,,NULL,18,
0,Purchase,1A AUTO,553,Auto,1A Auto,,NULL,19,
0,Purchase,YPS*1ST CHOICE,4225,Mailing and Shipping,1st Choice Storage,,NULL,20,
0,Purchase,1ST PLACE,5541,Fuel,1st Place Gas,,NULL,21,
0,Purchase,3CI*1TEL.COM CA,4814,Telecommunication Services,1Tel.com,,NULL,23,
0,Purchase,3CI*1TEL.COM TR,4814,Telecommunication Services,1Tel.com,,NULL,24,
0,Purchase,2 LUCKY V 615 M,5993,Other,2 Lucky Vape Store,,NULL,25,
0,Purchase,2 SISTERS CAFE,5812,Food and Drink,2 Sisters Cafe,,NULL,26,
0,Purchase,ALON 7-EL 501 S,5541,Fuel,20 Eleven,,NULL,29,
0,Purchase,210 SPORTS CANT,5812,Food and Drink,210 Sports Cantina Grill,,NULL,30,
0,Purchase,21ST AMENDMENT,5541,Fuel,21st Amendment,,NULL,31,
0,Purchase,21ST CENTURY CI,7832,Entertainment and Recreation,21st Century Cinemas,,NULL,32,
0,Purchase,GPS*21ST CIRCUI,9211,Legal and Government,21st Circuit Court,,NULL,33,
1,Purchase,22ND BANK CLAYT,6011,Financial Services,22nd Bank,,NULL,34,
0,Purchase,24 Hour Fitness,7997,Entertainment and Recreation,24 Hour Fitness,,24-hour-fitness ,35,
0,Purchase,24HOUR FITNESS,7997,Entertainment and Recreation,24 Hour Fitness,,24-hour-fitness ,36,
0,Purchase,FRS24E FITNESS,7997,Entertainment and Recreation,24 Hour Fitness,,24-hour-fitness ,37,
0,Purchase,24E FITNESS HUN,7997,Entertainment and Recreation,24e Health Club,,NULL,39,
0,Purchase,24PAYCOM.NET,7273,Other,24PayCom,,NULL,40,
0,Purchase,GPS*25TH DISTRI,9211,Legal and Government,25th District Court,,NULL,41,
0,Purchase,281 EYE CARE,8043,Healthcare,281 Eye Care,,NULL,42,
0,Purchase,2K EXPRES 1755,5541,Fuel,2K Express,,NULL,43,
0,Purchase,3BUREAU CREDIT,5541,Fuel,3 Credit Bureau,,NULL,44,
0,Purchase,3CREDIT REPORT,7321,Services,3 Credit Report,,NULL,45,
0,Purchase,3CREDIT SCORES,7321,Services,3 Credit Report,,NULL,46,
0,Purchase,3-J S FOO 609 E,5411,Grocery and Food Stores,3 Js Deli Food Mart,,NULL,47,
0,Purchase,3-J S FOO 609 E,5541,Fuel,3 Js Deli Food Mart,,NULL,48,
0,Purchase,3-J S FOOD MART,5411,Grocery and Food Stores,3 Js Deli Food Mart,,NULL,49,
0,Purchase,3-J S FOOD MART,5541,Fuel,3 Js Deli Food Mart,,NULL,50,
0,Purchase,3B MOON* INC,5541,Fuel,3 Moon,,NULL,51,
0,Purchase,3SCORES 866-755,7321,Services,3 Scores,,NULL,52,
0,Purchase,3 WAY CORNER ST,5541,Fuel,3 Way Corner Store,,NULL,53,
0,Purchase,3 WAY FOOD MART,5541,Fuel,3 Way Food Mart,,NULL,54,
0,Purchase,3 WAY GROCERY,5541,Fuel,3 Way Grocery,,NULL,55,
0,Purchase,30 BELOW,5812,Food and Drink,30 Below,,NULL,56,
0,Purchase,301 PLAZA,5541,Fuel,301 Travel Plaza,,NULL,57,
0,Purchase,306 BBQ,5812,Food and Drink,306 BBQ,,NULL,58,
0,Purchase,310 NUTRITION L,5999,Retail,310 Nutrition,,NULL,59,
0,Purchase,310NUTRITION.CO,5968,Subscriptions,310nutrition.com,,NULL,60,
0,Purchase,32 MARKET,5814,Food and Drink,32 Market,,NULL,61,
0,Purchase,365 ADM GMA OTI,5814,Food and Drink,365 Retail Markets,,NULL,62,
0,Purchase,365 RETAIL GMA,5814,Food and Drink,365 Retail Markets,,NULL,64,
0,Purchase,365 SOS,5814,Food and Drink,365 Retail Markets,,NULL,67,
0,Purchase,3BCOMPANYKITCHE,5814,Food and Drink,3B Company Kitchen,,NULL,68,
0,Purchase,4 BROTHERS ITAL,5812,Food and Drink,4 Brothers Italian,,NULL,69,
0,Purchase,4 U BEAUTY,5999,Retail,4 U Beauty,,NULL,70,
0,Purchase,4 WAY EXPRESS,5541,Fuel,4 Way Express,,NULL,71,
0,Purchase,4-5 STAR MARKET,5814,Food and Drink,4-5 Star Market,,NULL,74,
0,Purchase,CKE*412 PUBLIC,5812,Food and Drink,412 Public House,,NULL,75,
0,Purchase,42 MOTEL,7011,Travel,42 Motel,,NULL,76,
0,Purchase,SP * 47,5691,Apparel,47brand.com,,47brand.com ,77,
0,Purchase,49 DONUTS,5462,Grocery and Food Stores,49 Donuts,,NULL,78,
0,Purchase,4.99 CELLULAR,4812,Telecommunication Services,499 Cellular,,NULL,79,
1,Purchase,4FRONT CREDIT U,6011,Financial Services,4Front Credit Union,,NULL,80,
0,Purchase,4INKJETS,5541,Fuel,4inkjets,,NULL,82,
0,Purchase,3CI*4MVM.NET -,4814,Telecommunication Services,4mvm.net,,NULL,83,
0,Purchase,$5 JEWELRY,5947,Other,5 Dollar Jelwery,,NULL,84,
0,Purchase,5MILESAPP.COM,5541,Fuel,5 Miles App,,NULL,85,
0,Purchase,5 MINUTE EXPRES,5541,Fuel,5 Minute Express,,NULL,86,
0,Purchase,51ST DELI,5812,Food and Drink,51st Deli,,NULL,87,
0,Purchase,SP * 54 RECKLES,5691,Apparel,54 Reckless,,NULL,88,
0,Purchase,5J MUSIC,5735,Subscriptions,5J Music,,NULL,89,
0,Purchase,5-WAY MINIMART,5541,Fuel,5Way Mini Mart,,NULL,90,
0,Purchase,GPS*60TH DISTRI,9211,Legal and Government,60th District Court,,NULL,91,
0,Purchase,7 STAR TRAVEL C,5541,Fuel,7 Star Travel Center,,NULL,92,
0,Purchase,7 ELEVEN  112 0,5541,Fuel,7-Eleven,,7-eleven ,102,
0,Purchase,7 ELEVEN  17  0,5541,Fuel,7-Eleven,,7-eleven ,103,
0,Purchase,7 ELEVEN  86  0,5541,Fuel,7-Eleven,,7-eleven ,106,
0,Purchase,7 ELEVEN 1,5541,Fuel,7-Eleven,,7-eleven ,107,
0,Purchase,7 ELEVEN 29,5541,Fuel,7-Eleven,,7-eleven ,114,
0,Purchase,7 ELEVEN 4,5541,Fuel,7-Eleven,,7-eleven ,115,
0,Purchase,7 ELEVEN680,5541,Fuel,7-Eleven,,7-eleven ,128,
0,Purchase,7-11 12702 AUST,5541,Fuel,7-Eleven,,7-eleven ,129,
0,Purchase,7-ELEVEN,5541,Fuel,7-Eleven,,7-eleven ,131,
9,Purchase,7-ELEVEN,5541,Fuel,7-Eleven,,7-eleven ,132,
20,Purchase,7-ELEVEN,5541,Fuel,7-Eleven,,7-eleven ,133,
0,Purchase,7-ELEVEN  515 P,5541,Fuel,7-Eleven,,7-eleven ,139,
1,Purchase,7ELEVEN-FCTI,5541,Fuel,7-Eleven,,7-eleven ,171,
1,Purchase,7ELEVEN-FCTI,6011,Financial Services,7-Eleven,,7-eleven ,173,
0,Purchase,ALON 7 -  5802,5541,Fuel,7-Eleven,,7-eleven ,174,
0,Purchase,ALON 7-EL 5724,5541,Fuel,7-Eleven,,7-eleven ,178,
0,Purchase,ALON 7-ELEVEN 1,5541,Fuel,7-Eleven,,7-eleven ,179,
1,Purchase,3200 N CLASSEN,6011,Financial Services,7-Eleven,,7-eleven ,186,
1,Purchase,3645 NW 50TH,6011,Financial Services,7-Eleven,,7-eleven ,187,
0,Purchase,SE17545,5541,Fuel,7-Eleven,,7-eleven ,190,
0,Purchase,GPS*79TH DISTRI,9211,Legal and Government,79th District Court,,NULL,209,
0,Purchase,8 SECONDS SALOO,5813,Food and Drink,8 Seconds Saloon,,NULL,210,
0,Purchase,DEPOT 87,5541,Fuel,87 Depot,,NULL,211,
0,Purchase,88 BUFFET,5812,Food and Drink,88 Buffet,,NULL,212,
0,Purchase,ALON 7-EL 1201,5541,Fuel,9 Eleven,,NULL,213,
0,Purchase,99 CENTS 1675,5411,Grocery and Food Stores,99 Cents Only,,99-cents-only ,214,
0,Purchase,99 CENTS ONLY S,5411,Grocery and Food Stores,99 Cents Only,,99-cents-only ,219,
0,Purchase,99 CENTS STORE,5499,Grocery and Food Stores,99 Cents Only,,99-cents-only ,223,
0,Purchase,99-CENTS- 6235,5411,Grocery and Food Stores,99 Cents Only,,99-cents-only ,224,
0,Purchase,99-CENTS-ONLY #,5411,Grocery and Food Stores,99 Cents Only,,99-cents-only ,226,
0,Purchase,99CENTSON 2942,5411,Grocery and Food Stores,99 Cents Only,,99-cents-only ,227,
0,Purchase,CLR*9ROUND 281-,7997,Entertainment and Recreation,9Round Fitness,,9round-fitness ,228,
0,Purchase,A & A CONVENIEN,5499,Grocery and Food Stores,A and A Conviniece Store,,NULL,229,
0,Purchase,A AND A D A AND,5541,Fuel,A and A D and D,,NULL,230,
0,Purchase,A&A DISCOUNT LI,5921,Food and Drink,A and A Discount Liqour,,NULL,231,
0,Purchase,A&A FOOD MART,5541,Fuel,A and A Food Mart,,NULL,232,
0,Purchase,A & B QUICKSTOP,5541,Fuel,A and B Quick Stop,,NULL,233,
0,Purchase,A&E NAILS,7230,Personal Care,A and E Nails,,NULL,234,
0,Purchase,A & H FOOD MART,5541,Fuel,A and H Food Mart,,NULL,236,
0,Purchase,A AND H FOOD ST,5541,Fuel,A and H Food Store,,NULL,237,
0,Purchase,A&J TOBACCO,5499,Grocery and Food Stores,A and J Tobacco,,NULL,238,
0,Purchase,A&M Pawn A&M P,5941,Sporting Goods and Apparel,A and M Pawn,,NULL,239,
0,Purchase,A&M PAWN LLC,5941,Sporting Goods and Apparel,A and M Pawn,,NULL,240,
0,Purchase,A & M TOBACCO &,5499,Grocery and Food Stores,A and M Tobacco and Market,,NULL,241,
0,Purchase,A&V LOPEZ SUPER,5411,Grocery and Food Stores,A and V Lopez Superstore,,NULL,242,
0,Purchase,A AND W MARYSVI,5812,Food and Drink,A and W,,NULL,243,
0,Purchase,A & B PHARMACY,5912,Healthcare,A and B Pharmacy,,NULL,244,
0,Purchase,MAATSCH'S EXPRE,5541,Fuel,A and R Express Taxi,,NULL,245,
0,Purchase,A L NAILS,7230,Personal Care,A L Nails,,NULL,247,
0,Purchase,A-MAX AUTO INSU,6300,Insurance,A Max Auto Insurance,,NULL,248,
0,Purchase,A SLAB AND MORE,5812,Food and Drink,A Slab and More,,NULL,249,
0,Purchase,A TOWN WINGS,5812,Food and Drink,A Town Wings,,NULL,250,
0,Purchase,A TOWN WINGS.,5812,Food and Drink,A Town Wings,,NULL,252,
0,Purchase,A W HERNDON OIL,5541,Fuel,A W Herndon Oil,,NULL,253,
0,Purchase,A WOK THAT ROCK,5812,Food and Drink,A Wok That Rock,,NULL,254,
0,Purchase,A&M  PAWN 1345,5933,Other,AandM  PAWN,,NULL,255,
0,Purchase,A & M MAR A & M,5411,Grocery and Food Stores,AandM Market,,NULL,256,
0,Purchase,A & M MARKET,5411,Grocery and Food Stores,AandM Market,,NULL,258,
0,Purchase,A+ RENTALS 53,5722,Household,A+ Rentals,,NULL,259,
0,Purchase,A+ RENTALS 71,7394,Household,A+ Rentals,,NULL,261,
0,Purchase,A+ RENTALS E-CO,5722,Household,A+ Rentals,,NULL,262,
1,Purchase,A1 COIN LAUN-K9,6011,Financial Services,A1 Coin Laundry,,NULL,264,
0,Purchase,A 1 CONV 6461,5541,Fuel,A1 Conveniece,,NULL,265,
0,Purchase,A1 FASHION LLC,5999,Retail,A1 Fashion,,NULL,266,
0,Purchase,A1 FOOD MART,5499,Grocery and Food Stores,A1 Food Mart,,NULL,267,
1,Purchase,A1 Jet Pep,5541,Fuel,A1 Jet Pep,,NULL,271,
0,Purchase,A1 PIT STOP,5541,Fuel,A1 Pit Stop,,NULL,272,
0,Purchase,A A AUTO SALES,5511,Auto,AA Auto Sales,,NULL,273,
0,Purchase,AA DISCOUNT BEV,5541,Fuel,AA Discount Beverages,,NULL,274,
0,Purchase,AAA LIFE INSURA,6300,Insurance,AAA,,aaa ,275,
0,Purchase,AAA*NCNU MBRSHI,6300,Insurance,AAA,,aaa ,279,
0,Purchase,AAA PARK 1075 P,7523,Auto,AAA Parking,,NULL,280,
1,Purchase,AAC CREDIT U-32,6011,Financial Services,AAC Credit Union,,NULL,282,
0,Purchase,AAF,8931,Financial Services,AAFES,,aafes ,283,
0,Purchase,AAFES NASJRB GA,5542,Fuel,AAFES,,aafes ,288,
0,Purchase,AAFES RUCKER CL,5399,Other,AAFES,,aafes ,290,
0,Purchase,AAFES WAIN EXP/,5542,Fuel,AAFES,,aafes ,291,
0,Purchase,AARIA CORPORATI,5541,Fuel,Aaria Corporation,,NULL,292,
0,Purchase,AARON SALES AND,7394,Household,Aarons Rent to Own,,aarons-rent-to-own ,293,
0,Purchase,AARON'S C0302 C,5719,Household,Aarons Rent to Own,,aarons-rent-to-own ,294,
59,Purchase,AARONS EZPAY,5719,Household,Aarons Rent to Own,,aarons-rent-to-own ,299,
59,Purchase,Aarons Inc.,7394,Household,Aarons Rent to Own,,aarons-rent-to-own ,300,
0,Purchase,AARONS LEASE AN,7394,Household,Aarons Rent to Own,,aarons-rent-to-own ,302,
0,Purchase,AARONS SALO C19,7394,Household,Aarons Rent to Own,,aarons-rent-to-own ,325,
1,Purchase,AB FOOD MART 2,6011,Financial Services,AB Food Mart,,NULL,328,
0,Purchase,ABBEVILLE MARKE,5541,Fuel,Abbeville Market,,NULL,329,
0,Purchase,ABBEYS INC,5812,Food and Drink,Abbeys Restaurant,,NULL,330,
0,Purchase,ABC AUTO CARE,7538,Auto,ABC Auto Care,,NULL,331,
0,Purchase,ABC CONVENIENCE,5541,Fuel,ABC Convenience,,NULL,332,
0,Purchase,ABC OIL CO INC,5541,Fuel,ABC Oil Co,,NULL,337,
0,Purchase,ABC STORE,5921,Food and Drink,ABC Store,,NULL,338,
0,Purchase,ABCMOUSE.COM*,8299,Colleges Universities and Schools,abcmouse.com,,abcmouse.com ,340,
0,Purchase,ABELARDOS MEXIC,5812,Food and Drink,Abelardos Mexican,,NULL,341,
0,Purchase,ABE'S GRILL,5812,Food and Drink,Abes Grill,,NULL,342,
0,Purchase,ABILENE MINI MA,5499,Grocery and Food Stores,Abilene Mini Market,,NULL,343,
0,Purchase,ABILENE OASIS,5921,Food and Drink,Abilene Oasis,,NULL,344,
0,Purchase,ABILENE ZOOLOGI,5947,Other,Abilene Zoo,,NULL,345,
0,Purchase,ABM PARKING WIC,7523,Auto,ABM Parking,,NULL,348,
0,Purchase,ABNER'S FAMOUS,5814,Food and Drink,Abners,,abners ,349,
0,Purchase,ABRAHAM INC,5541,Fuel,Abraham,,NULL,350,
0,Purchase,TICKET SALES AB,8220,Colleges Universities and Schools,Abrams Planetarium-Sensory Friendly Shows,,NULL,351,
0,Purchase,ABSOLUTE BODY J,5631,Apparel,Absolute Body Waxing,,NULL,352,
0,Purchase,ABSOLUTE WIRELE,4812,Telecommunication Services,Absolute Wireless,,NULL,353,
0,Purchase,ABXBILL.COM,5967,Telecommunication Services,abxBill.com,,NULL,354,
0,Purchase,AC MOORE STR 46,5970,Other,AC Moore,,NULL,355,
0,Purchase,AC & T GARLAND,5499,Grocery and Food Stores,ACandT,,NULL,359,
1,Purchase,AC&T DUAL HIGHW,5499,Grocery and Food Stores,ACandT,,NULL,363,
0,Purchase,ACADEMY SPORTS,5941,Sporting Goods and Apparel,Academy Sports and Outdoors,,academy-sports-and-outdoors,368,
0,Purchase,ACADEMY SPORTS&,5941,Sporting Goods and Apparel,Academy Sports and Outdoors,,academy-sports-and-outdoors,369,
20,Purchase,ACADEMY SPORTS&,5941,Sporting Goods and Apparel,Academy Sports and Outdoors,,academy-sports-and-outdoors,370,
0,Purchase,ACADEMY SPORTS#,5941,Sporting Goods and Apparel,Academy Sports and Outdoors,,academy-sports-and-outdoors,371,
0,Purchase,ACC UTILITIES,4900,Utilities,ACC Utilities,,NULL,372,
0,Purchase,ACCENT FUELS IN,5541,Fuel,Accent Fuels,,NULL,373,
0,Purchase,ACCEPT INSUR 80,6300,Insurance,Accept Insurance,,accept-insurance ,374,
0,Purchase,ACCEPTANCENOW #,7394,Household,Acceptance Now,,NULL,377,
0,Purchase,ACCEPTANC 6750,7394,Household,acceptancenow.com,,NULL,378,
0,Purchase,ACCESS LOAN - C,6051,Financial Services,Access Loan,,NULL,380,
0,Purchase,ACCESS SECURE D,6051,Financial Services,Access Secure,,NULL,381,
20,Purchase,ACCESS/MCP INMA,6012,Financial Services,Access Securepak,,NULL,383,
0,Purchase,ACCTPROFITS.COM,5967,Telecommunication Services,Acctprofits,,NULL,384,
0,Purchase,ACCURATE INSURA,6300,Insurance,Accurate Insurance,,NULL,385,
0,Purchase,ACCUVISION EYE,8042,Healthcare,Accuvision Eye Care,,NULL,386,
0,Purchase,ACE 1 LIQUOR,5921,Food and Drink,Ace 1 Liquor,,NULL,387,
0,Purchase,ACE HARDWARE OF,5251,Equipment and Materials,Ace Hardware,,ace-hardware,391,
0,Purchase,AUER ACE HDWE,5251,Equipment and Materials,Ace Hardware,,ace-hardware,393,
0,Purchase,BS ACE HARDWARE,5251,Equipment and Materials,Ace Hardware,,ace-hardware,394,
0,Purchase,GRABERS ACE HDW,5251,Equipment and Materials,Ace Hardware,,ace-hardware,395,
20,Purchase,ISLANDS ACE HDW,5251,Equipment and Materials,Ace Hardware,,ace-hardware,400,
0,Purchase,KABELIN ACE HAR,5251,Equipment and Materials,Ace Hardware,,ace-hardware,401,
0,Purchase,WHITE JONES ACE,5251,Equipment and Materials,Ace Hardware,,ace-hardware,408,
0,Purchase,ACE HARDWARE,5251,Equipment and Materials,Ace Hardware,,ace-hardware,409,
0,Purchase,ACE HDWE,5251,Equipment and Materials,Ace Hardware,,ace-hardware,411,
0,Purchase,ACE MART RESTAU,5046,Equipment and Materials,Ace Hardware,,ace-hardware,412,
1,Purchase,ACES ARCADE -27,6011,Financial Services,Aces Arcade,,NULL,414,
0,Purchase,ACH SERVICE CEN,5541,Fuel,ACH Service Center,,NULL,415,
0,Purchase,ACME NO. 18,5411,Grocery and Food Stores,Acme Markets,,NULL,417,
0,Purchase,AQUARIUM OF NIA,7991,Entertainment and Recreation,Acquarium of Niagara,,NULL,418,
0,Purchase,4TE*ACRES HOME,5261,Household,Acres Home,,NULL,419,
0,Purchase,ACS MANAGEMENT,6513,Other,ACS Management,,NULL,420,
0,Purchase,ACT WELLNESS CE,8099,Healthcare,ACT Wellness Center,,NULL,421,
0,Purchase,ACTBLUE*BERNIE.,8651,Colleges Universities and Schools,ActBlue,,NULL,424,
0,Purchase,ACTION AUTO,5511,Auto,Action Auto,,NULL,426,
0,Purchase,ACTION AUTO 002,5533,Auto,Action Auto,,NULL,427,
0,Purchase,ACPRESSURE 3,7298,Personal Care,Acupressure,,NULL,431,
0,Purchase,AD&D INS CMFG L,5960,Insurance,AD and D Insurance,,NULL,432,
1,Purchase,ADA EXPRESS MAR,6011,Financial Services,ADA Express Market,,NULL,433,
0,Purchase,PHE*ADAM MAIL,5967,Telecommunication Services,Adam and Eve,,NULL,434,
0,Purchase,ADAM OIL LLC,5541,Fuel,Adam Oil,,NULL,435,
0,Purchase,ADAMS COUNTY CL,9399,Legal and Government,Adams County Court,,NULL,436,
0,Purchase,ADAMS DOWNTOWN,5812,Food and Drink,Adams Downtown,,NULL,437,
0,Purchase,ADAMS DRUGS CEN,5912,Healthcare,Adams Drug Center,,NULL,438,
0,Purchase,ADAMS DRUGS SOU,5912,Healthcare,Adams Drugs South,,NULL,439,
0,Purchase,ADAMS ENTERPRIS,5499,Grocery and Food Stores,Adams Enterprises,,NULL,440,
0,Purchase,ADAMS GROCERY S,5541,Fuel,Adams Grocery Store,,NULL,441,
0,Purchase,AMH STAT CARE C,8062,Healthcare,Adams Memorial Hospital,,NULL,442,
0,Purchase,ADAMS PIZZA LLC,5814,Food and Drink,Adams Pizza,,NULL,443,
0,Purchase,ADAM S RIB COMP,5812,Food and Drink,Adams Rib Co,,NULL,444,
0,Purchase,ADAMS ROADSIDE,5812,Food and Drink,Adams Roadside,,NULL,445,
0,Purchase,ADCP - CAMPBELL,8021,Healthcare,ADCP Campbell,,NULL,446,
1,Purchase,Addison Point,5812,Food and Drink,Addison Point,,NULL,447,
0,Purchase,THE ADDISON POI,5812,Food and Drink,Addison Point,,NULL,448,
0,Purchase,ADDLED ANT,5813,Food and Drink,Addled Ant,,NULL,449,
0,Purchase,Adelweiss Liqou,5921,Food and Drink,Adelweiss Liqour,,NULL,450,
0,Purchase,ADENAHEALTHSYS0,5814,Food and Drink,Adena Health Systems,,NULL,451,
1,Purchase,ADENS MARKET-K7,6011,Financial Services,Adens Market,,NULL,452,
0,Purchase,ADENS MINIT MAR,5541,Fuel,Adens Market,,NULL,454,
0,Purchase,ADIDAS ONLINE S,5655,Sporting Goods and Apparel,adidas.com,,adidas.com ,456,
0,Purchase,ADIDAS US ONLIN,5691,Apparel,adidas.com,,adidas.com ,457,
0,Purchase,ADIS CONEY ISLA,5814,Food and Drink,Adis Coney Island,,NULL,458,
0,Purchase,ADMIRAL PETROLE,5541,Fuel,Admiral Petro,,NULL,462,
0,Purchase,ADOBE *ACROPRO,5734,Technology Store,Adobe,,adobe ,463,
0,Purchase,ADOBE GILAS OF,5734,Technology Store,Adobe,,adobe ,465,
0,Purchase,ADOBE PHOTOGPHY,5734,Technology Store,Adobe,,adobe ,466,
0,Purchase,ADORE NAILS & S,7230,Personal Care,Adore Nails and Spa,,NULL,467,
0,Purchase,ADOREDVINTA,5691,Apparel,Adored Vintage,,NULL,468,
0,Purchase,ADRIANS PIZZA,5812,Food and Drink,Adrians Pizza,,NULL,469,
0,Purchase,ADT SECURITY*40,7393,Services,ADT Security,,NULL,470,
0,Purchase,ADT-PROTECT YOU,5969,Other,ADT Security,,NULL,471,
0,Purchase,adltime1.com,5967,Telecommunication Services,Adtime1.com,,NULL,473,
0,Purchase,ADVANCE AMERICA,6051,Financial Services,Advance America,,NULL,474,
0,Purchase,ADVANCE AUTO PA,5533,Auto,Advance Autoparts,,advance-autoparts ,477,
0,Purchase,WWW.ADVANCEAUTO,5533,Auto,Advance Autoparts,,advance-autoparts ,478,
1,Purchase,ADVANCE FINA-35,6011,Financial Services,Advance Finance,,NULL,479,
0,Purchase,ADVANCE FINANCI,6051,Financial Services,Advance Finance,,NULL,480,
0,Purchase,ADVANCED DISPOS,4900,Utilities,Advanced Disposals,,advanced-disposals ,481,
0,Purchase,ADVANCED PEST S,5734,Technology Store,Advanced Pest Services,,NULL,482,
0,Purchase,ADVENTURELAND T,7999,Entertainment and Recreation,Adventureland,,NULL,483,
0,Purchase,AVO*ADVOCARE IN,5969,Other,Advocare,,NULL,484,
0,Purchase,AE OUTF ONLINE0,5691,Apparel,AE.com,,ae.com ,485,
0,Purchase,AERO REAL ESTAT,7299,Other,Aero Real Estate,,aero-real-estate ,486,
0,Purchase,Aeropostale,5611,Apparel,Aeropostale,,aeropostale ,487,
0,Purchase,AFFORDABLE DENT,8021,Healthcare,Affordable Dentist,,NULL,495,
0,Purchase,AFFORDABLE MOTO,5521,Auto,Affordable Motors,,NULL,496,
0,Purchase,AFFORDABLE STOR,4225,Mailing and Shipping,Affordable Storage,,NULL,497,
0,Purchase,AFRICANDATE.COM,7273,Other,Africandate.com,,NULL,498,
0,Purchase,AFTERPAY,5999,Retail,Afterpay,,NULL,499,
0,Purchase,AGAVE JALISCO 1,5812,Food and Drink,Agave Jalisco Mexican Restaurant,,agave-jalisco-mexican-restaurant ,501,
0,Purchase,AGE DEFY 888-29,5968,Subscriptions,Age Defy,,NULL,502,
0,Purchase,AGENCY INSURANC,6300,Insurance,Agency Insurance,,NULL,503,
0,Purchase,AGENTSVIPPG.COM,5967,Telecommunication Services,Agentsvippg.com,,NULL,504,
0,Purchase,AGGIELAND OUTFI,5691,Apparel,Aggieland Outfitters,,NULL,505,
0,Purchase,AGI*DEVICEPROTE,6300,Insurance,AGI Repair,,NULL,506,
0,Purchase,AGI*TMO INS DED,5960,Insurance,AGI Repair,,NULL,507,
0,Purchase,AGU RAMEN WASHI,5812,Food and Drink,Agu Ramen Washing,,NULL,508,
0,Purchase,AGUILAR MEAT MK,5499,Grocery and Food Stores,Aguilar Meat Market,,NULL,509,
0,Purchase,AHIMUSE,5812,Food and Drink,AhiMuse,,NULL,510,
1,Purchase,AHS Investments,6011,Financial Services,AHS Investments,,NULL,511,
0,Purchase,UH AHUJA CAFE 2,5814,Food and Drink,Ahuja Cafeteria,,NULL,512,
1,Purchase,AIDEN EXPRESS,6011,Financial Services,Aiden Express,,NULL,513,
0,Purchase,AIKEN ELECTRIC,4900,Utilities,Aiken Electic,,NULL,515,
0,Purchase,AIRBNBHMAJ3BM,7011,Travel,Airbnb,,airbnb ,516,
1,Purchase,1821 AIR DEPOT,5541,Fuel,Air Depot,,NULL,517,
0,Purchase,AIRBNB  HMARMB9,7011,Travel,Airbnb,,airbnb ,523,
0,Purchase,AIRLINE VALERO,5541,Fuel,Airline Valero,,NULL,525,
0,Purchase,AIRPORT S AIRPO,5599,Auto,Airport,,NULL,526,
0,Purchase,AIRPORT EXPRESS,5812,Food and Drink,Airport Express,,NULL,527,
0,Purchase,Airport Grill,5812,Food and Drink,Airport Express,,NULL,528,
0,Purchase,AIRPORT MART,5499,Grocery and Food Stores,Airport Mart,,NULL,529,
1,Purchase,Airport Mini Ma,6011,Financial Services,Airport Mini Mart,,NULL,530,
0,Purchase,AJ FOOD MART,5499,Grocery and Food Stores,AJ Food Mart,,NULL,531,
0,Purchase,AJ S FAMILY RES,5812,Food and Drink,AJs Family Resturant,,NULL,532,
0,Purchase,AJS GOOD TIME B,5813,Food and Drink,Ajs Good Time Bar,,NULL,533,
0,Purchase,AJUA EL SENOR D,5812,Food and Drink,Ajua El Senor,,NULL,534,
0,Purchase,SP * AK ATHLETI,5941,Sporting Goods and Apparel,akathletics.com,,NULL,535,
0,Purchase,AL WINGS,5814,Food and Drink,Al wings,,NULL,536,
0,Purchase,ALABAMA ABC #10,9399,Legal and Government,Alabama ABC,,alabama-abc,537,
0,Purchase,ALABAMA ABC #58,5921,Food and Drink,Alabama ABC,,alabama-abc,542,
0,Purchase,ALABAMA ABC ST,9399,Legal and Government,Alabama ABC,,alabama-abc,547,
0,Purchase,ALABAMA ABC STO,5921,Food and Drink,Alabama ABC,,alabama-abc,548,
0,Purchase,GASTONIA ABC ST,5921,Food and Drink,Alabama ABC,,alabama-abc,549,
